Id,Province/State,Country/Region,Lat,Long,Date,ConfirmedCases
5838,,Luxembourg,49.8153,6.1296,2020-02-14,0
5839,Maine,US,44.6939,-69.3819,2020-02-24,0
5840,Saint Barthelemy,France,17.9,-62.8333,2020-02-20,0
5841,,Suriname,3.9193,-56.0278,2020-02-08,0
5842,Texas,US,31.0545,-97.5635,2020-02-13,0
5843,Colorado,US,39.0598,-105.3111,2020-02-03,0
5844,Illinois,US,40.3495,-88.9861,2020-03-06,0
5845,,Guernsey,49.45,-2.58,2020-02-04,0
5846,Alabama,US,32.3182,-86.9023,2020-02-12,0
5847,Diamond Princess,US,35.4437,139.638,2020-02-09,0
5848,Beijing,China,40.1824,116.4142,2020-02-28,410
5849,Nebraska,US,41.1254,-98.2681,2020-02-08,0
5850,Diamond Princess,US,35.4437,139.638,2020-01-27,0
5851,Nebraska,US,41.1254,-98.2681,2020-02-07,0
5852,,Croatia,45.1,15.2,2020-02-12,0
5853,North Dakota,US,47.5289,-99.784,2020-01-26,0
5854,,Slovenia,46.1512,14.9955,2020-02-15,0
5855,,Central African Republic,6.6111,20.9394,2020-02-04,0
5856,Gansu,China,37.8099,101.0583,2020-03-03,91
5857,,Suriname,3.9193,-56.0278,2020-03-02,0
5858,,Venezuela,6.4238,-66.5897,2020-02-04,0
5859,Louisiana,US,31.1695,-91.8678,2020-02-01,0
5860,Victoria,Australia,-37.8136,144.9631,2020-02-26,4
5861,,Cambodia,11.55,104.9167,2020-03-13,5
5862,New York,US,42.1657,-74.9481,2020-03-08,0
5863,,Afghanistan,33.0,65.0,2020-03-05,1
5864,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-03-06,0
5865,,Bahrain,26.0275,50.55,2020-03-07,85
5866,Sichuan,China,30.6171,102.7103,2020-03-17,540
5867,Indiana,US,39.8494,-86.2583,2020-01-30,0
5868,,Jordan,31.24,36.51,2020-03-09,1
5869,,Uzbekistan,41.3775,64.5853,2020-03-21,43
5870,,Sudan,12.8628,30.2176,2020-03-01,0
5871,Quebec,Canada,52.9399,-73.5491,2020-02-15,0
5872,,Rwanda,-1.9403,29.8739,2020-03-04,0
5873,,Iraq,33.0,44.0,2020-01-30,0
5874,,Estonia,58.5953,25.0136,2020-03-05,3
5875,Minnesota,US,45.6945,-93.9002,2020-03-09,0
5876,,Armenia,40.0691,45.0382,2020-01-26,0
5877,,Portugal,39.3999,-8.2245,2020-03-13,112
5878,,Saint Lucia,13.9094,-60.9789,2020-02-15,0
5879,Western Australia,Australia,-31.9505,115.8605,2020-03-03,2
5880,,Moldova,47.4116,28.3699,2020-02-26,0
5881,,The Gambia,13.4667,-16.6,2020-03-04,0
5882,Yunnan,China,24.974,101.487,2020-03-06,0
5883,,Iraq,33.0,44.0,2020-02-10,0
5884,Northern Territory,Australia,-12.4634,130.8456,2020-02-22,0
5885,,Saint Lucia,13.9094,-60.9789,2020-02-18,0
5886,,Sudan,12.8628,30.2176,2020-01-31,0
5887,Massachusetts,US,42.2302,-71.5301,2020-03-05,0
5888,,Peru,-9.19,-75.0152,2020-02-26,0
5889,Michigan,US,43.3266,-84.5361,2020-03-06,0
5890,Prince Edward Island,Canada,46.5107,-63.4168,2020-03-09,0
5891,,North Macedonia,41.6086,21.7453,2020-02-11,0
5892,Prince Edward Island,Canada,46.5107,-63.4168,2020-03-02,0
5893,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-03-22,1
5894,Faroe Islands,Denmark,61.8926,-6.9118,2020-03-18,58
5895,Alabama,US,32.3182,-86.9023,2020-03-13,5
5896,,Mongolia,46.8625,103.8467,2020-03-08,0
5897,,Uruguay,-32.5228,-55.7658,2020-02-16,0
5898,,Jamaica,18.1096,-77.2975,2020-03-20,16
5899,,Burkina Faso,12.2383,-1.5616,2020-01-27,0
5900,Queensland,Australia,-28.0167,153.4,2020-03-18,94
5901,,Latvia,56.8796,24.6032,2020-01-29,0
5902,,Mauritania,21.0079,10.9408,2020-03-12,0
5903,Florida,US,27.7663,-81.6868,2020-03-07,0
5904,,Armenia,40.0691,45.0382,2020-02-26,0
5905,,Germany,51.0,9.0,2020-02-10,14
5906,Fujian,China,26.0789,117.9874,2020-02-04,194
5907,,Tanzania,-6.369,34.8888,2020-02-12,0
5908,,Holy See,41.9029,12.4534,2020-03-16,1
5909,,Honduras,15.2,-86.2419,2020-03-14,2
5910,Nevada,US,38.3135,-117.0554,2020-02-06,0
5911,,Mexico,23.6345,-102.5528,2020-01-26,0
5912,Chongqing,China,30.0572,107.874,2020-03-01,576
5913,,Slovakia,48.669,19.699,2020-01-28,0
5914,,Gabon,-0.8037,11.6094,2020-03-12,0
5915,Zhejiang,China,29.1832,120.0934,2020-02-04,829
5916,,Algeria,28.0339,1.6596,2020-03-19,87
5917,,Saudi Arabia,24.0,45.0,2020-03-16,118
5918,New Mexico,US,34.8405,-106.2485,2020-02-26,0
5919,Hong Kong,China,22.3,114.2,2020-03-19,208
5920,,Philippines,13.0,122.0,2020-02-28,3
5921,Nebraska,US,41.1254,-98.2681,2020-03-17,21
5922,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-02-25,0
5923,Oregon,US,44.572,-122.0709,2020-02-13,0
5924,Indiana,US,39.8494,-86.2583,2020-03-15,20
5925,Guangdong,China,23.3417,113.4244,2020-01-30,354
5926,,Saudi Arabia,24.0,45.0,2020-02-24,0
5927,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-02-22,0
5928,,Ukraine,48.3794,31.1656,2020-03-08,1
5929,North Carolina,US,35.6301,-79.8064,2020-03-04,0
5930,,Central African Republic,6.6111,20.9394,2020-02-19,0
5931,Henan,China,33.882,113.614,2020-02-21,0
5932,St Martin,France,18.0708,-63.0501,2020-01-30,0
5933,Nova Scotia,Canada,44.682,-63.7443,2020-03-22,0
5934,,Puerto Rico,18.2,-66.5,2020-02-18,0
5935,,Ireland,53.1424,-7.6921,2020-02-12,0
5936,Shanghai,China,31.202,121.4491,2020-02-28,0
5937,,Kosovo,42.6026,20.903,2020-02-24,0
5938,,Guatemala,15.7835,-90.2308,2020-02-26,0
5939,,Mexico,23.6345,-102.5528,2020-02-09,0
5940,Tasmania,Australia,-41.4545,145.9707,2020-03-02,1
5941,Iowa,US,42.0115,-93.2105,2020-03-12,16
5942,Sichuan,China,30.6171,102.7103,2020-02-07,344
5943,Shandong,China,36.3427,118.1498,2020-03-07,758
5944,Diamond Princess,US,35.4437,139.638,2020-01-24,0
5945,,Sweden,63.0,16.0,2020-03-20,1639
5946,Sichuan,China,30.6171,102.7103,2020-02-17,495
5947,,Guam,13.4443,144.7937,2020-01-31,0
5948,Shanghai,China,31.202,121.4491,2020-01-25,0
5949,Henan,China,33.882,113.614,2020-02-03,0
5950,,Liechtenstein,47.14,9.55,2020-02-16,0
5951,Kentucky,US,37.6681,-84.6701,2020-02-21,0
5952,,Finland,64.0,26.0,2020-02-20,1
5953,Puerto Rico,US,18.2208,-66.5901,2020-03-14,3
5954,,Israel,31.0,35.0,2020-03-20,705
5955,,Serbia,44.0165,21.0059,2020-03-12,19
5956,Heilongjiang,China,47.862,127.7615,2020-01-26,0
5957,Xinjiang,China,41.1129,85.2401,2020-02-26,76
5958,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-15,0
5959,,Albania,41.1533,20.1683,2020-03-03,0
5960,Northern Territory,Australia,-12.4634,130.8456,2020-01-28,0
5961,,Austria,47.5162,14.5501,2020-02-26,2
5962,,Guatemala,15.7835,-90.2308,2020-02-09,0
5963,,"Gambia, The",13.4432,-15.3101,2020-02-14,0
5964,Grand Princess,US,37.6489,-122.6655,2020-03-02,0
5965,Maryland,US,39.0639,-76.8021,2020-03-18,85
5966,,Cyprus,35.1264,33.4299,2020-02-28,0
5967,,Bahrain,26.0275,50.55,2020-02-05,0
5968,,Mauritius,-20.2,57.5,2020-01-25,0
5969,Macau,China,22.1667,113.55,2020-02-11,10
5970,,Georgia,42.3154,43.3569,2020-03-16,33
5971,,Kyrgyzstan,41.2044,74.7661,2020-03-15,0
5972,,Colombia,4.5709,-74.2973,2020-02-25,0
5973,,Holy See,41.9029,12.4534,2020-01-23,0
5974,,The Gambia,13.4667,-16.6,2020-03-13,0
5975,US,US,37.0902,-95.7129,2020-02-19,0
5976,New South Wales,Australia,-33.8688,151.2093,2020-03-20,353
5977,,Bangladesh,23.685,90.3563,2020-01-29,0
5978,New Mexico,US,34.8405,-106.2485,2020-02-02,0
5979,,Japan,36.0,138.0,2020-03-15,839
5980,,Saint Lucia,13.9094,-60.9789,2020-03-08,0
5981,Shanxi,China,37.5777,112.2922,2020-02-17,130
5982,Tennessee,US,35.7478,-86.6923,2020-02-22,0
5983,,Lithuania,55.1694,23.8813,2020-02-17,0
5984,,Mexico,23.6345,-102.5528,2020-02-07,0
5985,,Cameroon,3.848,11.5021,2020-03-10,0
5986,Guam,US,13.4443,144.7937,2020-03-11,0
5987,Guam,US,13.4443,144.7937,2020-01-22,0
5988,,Japan,36.0,138.0,2020-02-08,25
5989,,Holy See,41.9029,12.4534,2020-03-12,1
5990,,Slovakia,48.669,19.699,2020-03-13,32
5991,,Taiwan*,23.7,121.0,2020-03-19,108
5992,,Guinea,9.9456,-9.6966,2020-03-04,0
5993,,Reunion,-21.1151,55.5364,2020-03-19,0
5994,,Sudan,12.8628,30.2176,2020-02-24,0
5995,,Mexico,23.6345,-102.5528,2020-02-13,0
5996,,Benin,9.3077,2.3158,2020-01-28,0
5997,Saint Barthelemy,France,17.9,-62.8333,2020-02-04,0
5998,,Slovakia,48.669,19.699,2020-02-02,0
5999,Hunan,China,27.6104,111.7088,2020-03-08,1018
6000,New Mexico,US,34.8405,-106.2485,2020-03-10,0
6001,Diamond Princess,Cruise Ship,35.4437,139.638,2020-03-09,696
6002,,Morocco,31.7917,-7.0926,2020-03-17,38
6003,,Greenland,71.7069,-42.6043,2020-03-15,0
6004,,Tunisia,34.0,9.0,2020-03-19,39
6005,,The Gambia,13.4667,-16.6,2020-01-27,0
6006,,Malta,35.9375,14.3754,2020-02-06,0
6007,France,France,46.2276,2.2137,2020-01-28,4
6008,,Spain,40.0,-4.0,2020-03-16,9942
6009,Ontario,Canada,51.2538,-85.3232,2020-01-24,0
6010,Diamond Princess,US,35.4437,139.638,2020-02-15,0
6011,Minnesota,US,45.6945,-93.9002,2020-02-13,0
6012,,Moldova,47.4116,28.3699,2020-01-25,0
6013,,Seychelles,-4.6796,55.492,2020-02-29,0
6014,,Egypt,26.0,30.0,2020-02-24,1
6015,,Malta,35.9375,14.3754,2020-03-08,3
6016,,Lithuania,55.1694,23.8813,2020-02-02,0
6017,Massachusetts,US,42.2302,-71.5301,2020-03-18,218
6018,Illinois,US,40.3495,-88.9861,2020-02-12,0
6019,,Turkey,38.9637,35.2433,2020-01-31,0
6020,Faroe Islands,Denmark,61.8926,-6.9118,2020-02-05,0
6021,,Bolivia,-16.2902,-63.5887,2020-02-25,0
6022,Hong Kong,China,22.3,114.2,2020-02-02,15
6023,Denmark,Denmark,56.2639,9.5018,2020-02-07,0
6024,,Chile,-35.6751,-71.543,2020-02-16,0
6025,New Hampshire,US,43.4525,-71.5639,2020-02-05,0
6026,North Dakota,US,47.5289,-99.784,2020-02-09,0
6027,,Germany,51.0,9.0,2020-03-21,22213
6028,Grand Princess,US,37.6489,-122.6655,2020-03-06,0
6029,,Poland,51.9194,19.1451,2020-01-24,0
6030,Queensland,Australia,-28.0167,153.4,2020-03-19,144
6031,Gansu,China,37.8099,101.0583,2020-01-23,2
6032,Louisiana,US,31.1695,-91.8678,2020-01-23,0
6033,New York,US,42.1657,-74.9481,2020-01-26,0
6034,Shaanxi,China,35.1917,108.8701,2020-03-12,245
6035,Virginia,US,37.7693,-78.17,2020-02-04,0
6036,,Slovakia,48.669,19.699,2020-03-11,10
6037,Hong Kong,China,22.3,114.2,2020-03-15,145
6038,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-25,0
6039,,Gabon,-0.8037,11.6094,2020-02-22,0
6040,Guizhou,China,26.8154,106.8748,2020-02-28,146
6041,Chongqing,China,30.0572,107.874,2020-02-03,337
6042,Nova Scotia,Canada,44.682,-63.7443,2020-02-20,0
6043,,Malaysia,2.5,112.5,2020-02-16,22
6044,,Equatorial Guinea,1.5,10.0,2020-02-28,0
6045,Anhui,China,31.8257,117.2264,2020-03-04,990
6046,,Mauritius,-20.2,57.5,2020-03-07,0
6047,New Hampshire,US,43.4525,-71.5639,2020-01-28,0
6048,North Dakota,US,47.5289,-99.784,2020-03-12,0
6049,,Kazakhstan,48.0196,66.9237,2020-03-14,6
6050,Delaware,US,39.3185,-75.5071,2020-03-09,0
6051,,Oman,21.0,57.0,2020-02-04,0
6052,Xinjiang,China,41.1129,85.2401,2020-01-31,17
6053,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-03-06,0
6054,Tianjin,China,39.3054,117.323,2020-01-30,31
6055,Qinghai,China,35.7452,95.9956,2020-02-06,18
6056,Kansas,US,38.5266,-96.7265,2020-02-18,0
6057,,India,21.0,78.0,2020-02-07,3
6058,Qinghai,China,35.7452,95.9956,2020-03-01,18
6059,,Guam,13.4443,144.7937,2020-02-04,0
6060,,Norway,60.472,8.4689,2020-02-29,15
6061,California,US,36.1162,-119.6816,2020-03-14,340
6062,,Sudan,12.8628,30.2176,2020-01-27,0
6063,Shandong,China,36.3427,118.1498,2020-01-31,184
6064,,Ghana,7.9465,-1.0232,2020-03-19,11
6065,,Belarus,53.7098,27.9534,2020-03-07,6
6066,Reunion,France,-21.1351,55.2471,2020-02-25,0
6067,,Kuwait,29.5,47.75,2020-03-16,123
6068,Henan,China,33.882,113.614,2020-03-13,0
6069,French Guiana,France,3.9339,-53.1258,2020-02-24,0
6070,,"Gambia, The",13.4432,-15.3101,2020-02-27,0
6071,Manitoba,Canada,53.7609,-98.8139,2020-01-27,0
6072,,Bhutan,27.5142,90.4336,2020-02-28,0
6073,Alberta,Canada,53.9333,-116.5765,2020-02-05,0
6074,Arkansas,US,34.9697,-92.3731,2020-02-13,0
6075,,Cuba,22.0,-80.0,2020-02-28,0
6076,,Kyrgyzstan,41.2044,74.7661,2020-02-04,0
6077,,Belarus,53.7098,27.9534,2020-02-21,0
6078,Guam,US,13.4443,144.7937,2020-01-23,0
6079,,Congo (Kinshasa),-4.0383,21.7587,2020-03-08,0
6080,,Ghana,7.9465,-1.0232,2020-03-21,19
6081,Channel Islands,United Kingdom,49.3723,-2.3644,2020-03-06,0
6082,Heilongjiang,China,47.862,127.7615,2020-02-26,0
6083,,Belarus,53.7098,27.9534,2020-02-14,0
6084,,The Bahamas,24.25,-76.0,2020-02-29,0
6085,Connecticut,US,41.5978,-72.7554,2020-03-19,159
6086,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-02-07,0
6087,Kansas,US,38.5266,-96.7265,2020-02-01,0
6088,Colorado,US,39.0598,-105.3111,2020-01-30,0
6089,Ontario,Canada,51.2538,-85.3232,2020-02-27,6
6090,Saint Barthelemy,France,17.9,-62.8333,2020-02-14,0
6091,,Latvia,56.8796,24.6032,2020-03-03,1
6092,South Carolina,US,33.8569,-80.945,2020-02-20,0
6093,,Cote d'Ivoire,7.54,-5.5471,2020-01-25,0
6094,Mayotte,France,-12.8275,45.1662,2020-02-14,0
6095,,Namibia,-22.9576,18.4904,2020-02-23,0
6096,Hainan,China,19.1959,109.7453,2020-02-10,138
6097,Indiana,US,39.8494,-86.2583,2020-02-08,0
6098,Gibraltar,United Kingdom,36.1408,-5.3536,2020-03-07,1
6099,Kansas,US,38.5266,-96.7265,2020-02-03,0
6100,,Japan,36.0,138.0,2020-02-18,74
6101,,The Gambia,13.4667,-16.6,2020-03-05,0
6102,,Iceland,64.9631,-19.0208,2020-03-04,26
6103,Ohio,US,40.3888,-82.7649,2020-03-10,3
6104,,Tanzania,-6.369,34.8888,2020-02-19,0
6105,Fujian,China,26.0789,117.9874,2020-01-31,120
6106,,Greenland,71.7069,-42.6043,2020-03-04,0
6107,Nebraska,US,41.1254,-98.2681,2020-03-18,24
6108,,Monaco,43.7333,7.4167,2020-02-08,0
6109,,Nepal,28.1667,84.25,2020-02-26,1
6110,,Nigeria,9.082,8.6753,2020-01-23,0
6111,Florida,US,27.7663,-81.6868,2020-02-28,0
6112,Manitoba,Canada,53.7609,-98.8139,2020-02-05,0
6113,,Equatorial Guinea,1.5,10.0,2020-01-31,0
6114,,Brunei,4.5353,114.7277,2020-03-16,54
6115,Oklahoma,US,35.5653,-96.9289,2020-03-06,0
6116,,Trinidad and Tobago,10.6918,-61.2225,2020-02-18,0
6117,,The Gambia,13.4667,-16.6,2020-03-02,0
6118,South Dakota,US,44.2998,-99.4388,2020-03-10,0
6119,,Iran,32.0,53.0,2020-03-01,978
6120,,Pakistan,30.3753,69.3451,2020-02-16,0
6121,,Kenya,-0.0236,37.9062,2020-03-12,0
6122,South Carolina,US,33.8569,-80.945,2020-03-07,0
6123,,Cameroon,3.848,11.5021,2020-02-28,0
6124,Macau,China,22.1667,113.55,2020-02-04,10
6125,Missouri,US,38.4561,-92.2884,2020-03-04,0
6126,Delaware,US,39.3185,-75.5071,2020-02-19,0
6127,Missouri,US,38.4561,-92.2884,2020-03-08,0
6128,Vermont,US,44.0459,-72.7107,2020-01-28,0
6129,,Gabon,-0.8037,11.6094,2020-02-29,0
6130,Puerto Rico,US,18.2208,-66.5901,2020-02-05,0
6131,Colorado,US,39.0598,-105.3111,2020-01-29,0
6132,Hawaii,US,21.0943,-157.4983,2020-02-13,0
6133,Guizhou,China,26.8154,106.8748,2020-02-07,81
6134,,Brunei,4.5353,114.7277,2020-03-21,83
6135,,Slovenia,46.1512,14.9955,2020-02-04,0
6136,,Latvia,56.8796,24.6032,2020-01-26,0
6137,,Ukraine,48.3794,31.1656,2020-01-26,0
6138,,Pakistan,30.3753,69.3451,2020-01-23,0
6139,,Oman,21.0,57.0,2020-01-28,0
6140,,Lithuania,55.1694,23.8813,2020-02-26,0
6141,New Mexico,US,34.8405,-106.2485,2020-02-01,0
6142,Xinjiang,China,41.1129,85.2401,2020-02-25,76
6143,,"Gambia, The",13.4432,-15.3101,2020-03-17,1
6144,,Peru,-9.19,-75.0152,2020-02-17,0
6145,,Kosovo,42.6026,20.903,2020-03-08,0
6146,,Romania,45.9432,24.9668,2020-02-14,0
6147,,Cyprus,35.1264,33.4299,2020-03-10,3
6148,,Georgia,42.3154,43.3569,2020-02-10,0
6149,Tibet,China,31.6927,88.0924,2020-02-18,1
6150,,Panama,8.538,-80.7821,2020-03-09,0
6151,,San Marino,43.9424,12.4578,2020-02-09,0
6152,,Aruba,12.5211,-69.9683,2020-02-05,0
6153,,Russia,60.0,90.0,2020-03-10,20
6154,Inner Mongolia,China,44.0935,113.9448,2020-02-07,50
6155,Illinois,US,40.3495,-88.9861,2020-02-20,0
6156,Aruba,Netherlands,12.5186,-70.0358,2020-02-25,0
6157,Chongqing,China,30.0572,107.874,2020-02-25,576
6158,,Republic of the Congo,-1.44,15.556,2020-03-18,0
6159,Hunan,China,27.6104,111.7088,2020-03-18,1018
6160,,Gabon,-0.8037,11.6094,2020-03-10,0
6161,,Senegal,14.4974,-14.4524,2020-02-23,0
6162,Connecticut,US,41.5978,-72.7554,2020-03-05,0
6163,New Mexico,US,34.8405,-106.2485,2020-03-03,0
6164,,Tanzania,-6.369,34.8888,2020-02-15,0
6165,,Eswatini,-26.5225,31.4659,2020-02-15,0
6166,,Liechtenstein,47.14,9.55,2020-02-11,0
6167,Diamond Princess,US,35.4437,139.638,2020-02-20,0
6168,Tibet,China,31.6927,88.0924,2020-03-12,1
6169,,Honduras,15.2,-86.2419,2020-02-24,0
6170,,San Marino,43.9424,12.4578,2020-02-02,0
6171,South Carolina,US,33.8569,-80.945,2020-01-28,0
6172,Colorado,US,39.0598,-105.3111,2020-02-11,0
6173,Zhejiang,China,29.1832,120.0934,2020-02-02,661
6174,,Guinea,9.9456,-9.6966,2020-03-06,0
6175,,Trinidad and Tobago,10.6918,-61.2225,2020-02-29,0
6176,Qinghai,China,35.7452,95.9956,2020-02-13,18
6177,,Singapore,1.2833,103.8333,2020-02-27,93
6178,,Somalia,5.1521,46.1996,2020-01-27,0
6179,Northern Territory,Australia,-12.4634,130.8456,2020-02-13,0
6180,Delaware,US,39.3185,-75.5071,2020-03-11,1
6181,Guadeloupe,France,16.25,-61.5833,2020-03-20,45
6182,,Burkina Faso,12.2383,-1.5616,2020-03-18,20
6183,,Barbados,13.1939,-59.5432,2020-01-26,0
6184,,Mayotte,-12.8275,45.1662,2020-03-22,11
6185,Inner Mongolia,China,44.0935,113.9448,2020-02-25,75
6186,,Ethiopia,9.145,40.4897,2020-02-16,0
6187,,Kyrgyzstan,41.2044,74.7661,2020-03-21,14
6188,,Chile,-35.6751,-71.543,2020-02-22,0
6189,,Belarus,53.7098,27.9534,2020-01-22,0
6190,,Iceland,64.9631,-19.0208,2020-01-31,0
6191,,Andorra,42.5063,1.5218,2020-01-22,0
6192,,Guinea,9.9456,-9.6966,2020-01-25,0
6193,Montserrat,United Kingdom,16.7425,-62.1874,2020-02-15,0
6194,,Georgia,42.3154,43.3569,2020-03-12,24
6195,West Virginia,US,38.4912,-80.9545,2020-02-18,0
6196,,Cameroon,3.848,11.5021,2020-03-05,0
6197,Grand Princess,Canada,37.6489,-122.6655,2020-03-17,8
6198,Nova Scotia,Canada,44.682,-63.7443,2020-01-24,0
6199,,Equatorial Guinea,1.5,10.0,2020-01-26,0
6200,,Nigeria,9.082,8.6753,2020-02-22,0
6201,South Dakota,US,44.2998,-99.4388,2020-03-17,11
6202,,Andorra,42.5063,1.5218,2020-03-21,88
6203,Jilin,China,43.6661,126.1923,2020-02-03,31
6204,Washington,US,47.4009,-121.4905,2020-01-24,0
6205,West Virginia,US,38.4912,-80.9545,2020-01-29,0
6206,,Armenia,40.0691,45.0382,2020-01-22,0
6207,,Estonia,58.5953,25.0136,2020-02-10,0
6208,,Tanzania,-6.369,34.8888,2020-02-21,0
6209,,Chile,-35.6751,-71.543,2020-03-07,4
6210,,Greenland,71.7069,-42.6043,2020-02-05,0
6211,,Mexico,23.6345,-102.5528,2020-03-07,6
6212,,Azerbaijan,40.1431,47.5769,2020-02-22,0
6213,,Cambodia,11.55,104.9167,2020-03-03,1
6214,,Peru,-9.19,-75.0152,2020-02-25,0
6215,Alberta,Canada,53.9333,-116.5765,2020-02-27,0
6216,,Gabon,-0.8037,11.6094,2020-03-07,0
6217,Guam,US,13.4443,144.7937,2020-02-17,0
6218,,Mongolia,46.8625,103.8467,2020-02-05,0
6219,,Republic of the Congo,-1.44,15.556,2020-02-09,0
6220,,Barbados,13.1939,-59.5432,2020-02-01,0
6221,,Slovakia,48.669,19.699,2020-02-11,0
6222,Kentucky,US,37.6681,-84.6701,2020-03-14,14
6223,,Iraq,33.0,44.0,2020-03-17,154
6224,Anhui,China,31.8257,117.2264,2020-02-27,989
6225,,Cameroon,3.848,11.5021,2020-03-03,0
6226,,Lithuania,55.1694,23.8813,2020-02-13,0
6227,,Nigeria,9.082,8.6753,2020-02-06,0
6228,,Malta,35.9375,14.3754,2020-02-09,0
6229,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-03-20,1
6230,,Iraq,33.0,44.0,2020-02-05,0
6231,French Polynesia,France,-17.6797,149.4068,2020-01-31,0
6232,New Hampshire,US,43.4525,-71.5639,2020-02-06,0
6233,,Czechia,49.8175,15.473,2020-03-07,0
6234,Guam,US,13.4443,144.7937,2020-02-21,0
6235,Yunnan,China,24.974,101.487,2020-02-06,0
6236,France,France,46.2276,2.2137,2020-02-12,11
6237,Prince Edward Island,Canada,46.5107,-63.4168,2020-03-06,0
6238,Nebraska,US,41.1254,-98.2681,2020-02-03,0
6239,Reunion,France,-21.1351,55.2471,2020-01-22,0
6240,Arizona,US,33.7298,-111.4312,2020-03-12,9
6241,Yunnan,China,24.974,101.487,2020-03-07,0
6242,,Andorra,42.5063,1.5218,2020-02-10,0
6243,Connecticut,US,41.5978,-72.7554,2020-03-12,5
6244,,Costa Rica,9.7489,-83.7534,2020-03-07,1
6245,,Albania,41.1533,20.1683,2020-02-16,0
6246,,Poland,51.9194,19.1451,2020-02-06,0
6247,,Eswatini,-26.5225,31.4659,2020-01-24,0
6248,French Guiana,France,3.9339,-53.1258,2020-01-31,0
6249,,Turkey,38.9637,35.2433,2020-03-11,1
6250,,Iraq,33.0,44.0,2020-02-07,0
6251,,Togo,8.6195,0.8248,2020-01-28,0
6252,Connecticut,US,41.5978,-72.7554,2020-03-13,11
6253,,Algeria,28.0339,1.6596,2020-03-14,37
6254,,"Gambia, The",13.4432,-15.3101,2020-01-23,0
6255,,Holy See,41.9029,12.4534,2020-01-27,0
6256,Victoria,Australia,-37.8136,144.9631,2020-02-15,4
6257,,Senegal,14.4974,-14.4524,2020-02-26,0
6258,Rhode Island,US,41.6809,-71.5118,2020-03-03,0
6259,Arkansas,US,34.9697,-92.3731,2020-03-01,0
6260,,Paraguay,-23.4425,-58.4438,2020-01-26,0
6261,Ningxia,China,37.2692,106.1655,2020-03-22,75
6262,,Guyana,5.0,-58.75,2020-03-03,0
6263,,Nigeria,9.082,8.6753,2020-02-23,0
6264,,Aruba,12.5211,-69.9683,2020-02-07,0
6265,,Tunisia,34.0,9.0,2020-01-30,0
6266,Virgin Islands,US,18.3358,-64.8963,2020-02-05,0
6267,,Norway,60.472,8.4689,2020-02-04,0
6268,,Peru,-9.19,-75.0152,2020-03-05,0
6269,,Tunisia,34.0,9.0,2020-02-28,0
6270,Alabama,US,32.3182,-86.9023,2020-02-17,0
6271,Hong Kong,China,22.3,114.2,2020-03-11,126
6272,Ontario,Canada,51.2538,-85.3232,2020-02-28,6
6273,Alaska,US,61.3707,-152.4044,2020-03-08,0
6274,Grand Princess,Canada,37.6489,-122.6655,2020-03-12,0
6275,Aruba,Netherlands,12.5186,-70.0358,2020-02-03,0
6276,,The Bahamas,24.25,-76.0,2020-02-06,0
6277,,Bolivia,-16.2902,-63.5887,2020-03-01,0
6278,Wisconsin,US,44.2685,-89.6165,2020-02-11,0
6279,France,France,46.2276,2.2137,2020-02-06,6
6280,,Bulgaria,42.7339,25.4858,2020-03-05,0
6281,,Afghanistan,33.0,65.0,2020-03-14,11
6282,Georgia,US,33.0406,-83.6431,2020-02-11,0
6283,Indiana,US,39.8494,-86.2583,2020-03-13,13
6284,,Mauritius,-20.2,57.5,2020-02-03,0
6285,,Finland,64.0,26.0,2020-03-02,6
6286,,Brunei,4.5353,114.7277,2020-03-12,11
6287,Guam,US,13.4443,144.7937,2020-03-08,0
6288,Fujian,China,26.0789,117.9874,2020-03-06,296
6289,United States Virgin Islands,US,18.35,-64.933,2020-03-02,0
6290,Delaware,US,39.3185,-75.5071,2020-03-14,6
6291,,Trinidad and Tobago,10.6918,-61.2225,2020-02-22,0
6292,Connecticut,US,41.5978,-72.7554,2020-02-18,0
6293,Ontario,Canada,51.2538,-85.3232,2020-03-19,257
6294,Washington,US,47.4009,-121.4905,2020-02-24,0
6295,Hainan,China,19.1959,109.7453,2020-02-11,144
6296,Shanxi,China,37.5777,112.2922,2020-02-25,133
6297,,Belarus,53.7098,27.9534,2020-02-02,0
6298,Oklahoma,US,35.5653,-96.9289,2020-03-19,44
6299,,Central African Republic,6.6111,20.9394,2020-02-27,0
6300,Northern Territory,Australia,-12.4634,130.8456,2020-01-26,0
6301,,Liechtenstein,47.14,9.55,2020-02-27,0
6302,,Ireland,53.1424,-7.6921,2020-03-10,34
6303,,Kuwait,29.5,47.75,2020-02-19,0
6304,,Finland,64.0,26.0,2020-03-18,336
6305,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-23,0
6306,Guam,US,13.4443,144.7937,2020-02-16,0
